艦船ID,図鑑番号,艦名,読み,艦種,艦型,ソート順,改装前,改装後,改装Lv,改装弾薬,改装鋼材,改装設計図,カタパルト,戦闘詳報,新型航空兵装資材,改装段階,耐久初期,耐久最大,耐久結婚,耐久改修,火力初期,火力最大,雷装初期,雷装最大,対空初期,対空最大,装甲初期,装甲最大,対潜初期最小,対潜初期最大,対潜最大,対潜175最小,対潜175最大,回避初期最小,回避初期最大,回避最大,回避175最小,回避175最大,索敵初期最小,索敵初期最大,索敵最大,索敵175最小,索敵175最大,運初期,運最大,速力,射程,レア,スロット数,搭載機数1,搭載機数2,搭載機数3,搭載機数4,搭載機数5,初期装備1,初期装備2,初期装備3,初期装備4,初期装備5,建造時間,解体燃料,解体弾薬,解体鋼材,解体ボーキ,改修火力,改修雷装,改修対空,改修装甲,ドロップ文章,図鑑文章,搭載燃料,搭載弾薬,ボイス,リソース名,画像バージョン,ボイスバージョン,母港ボイスバージョン
361,1441,"Pola改","ポーラ",5,64,31322,449,0,0,0,0,0,0,0,0,1,56,68,63,65,41,77,0,44,21,73,45,77,0,0,0,0,0,36,36,71,97,97,11,11,47,74,74,11,57,10,3,7,4,2,2,2,2,0,162,164,-1,-1,-1,70,4,6,18,3,4,0,1,2,"Buon Giornov～。<br>ザラ級重巡三番艦～ポーラです～。<br>提督と一緒に～何にでも挑戦中です～。頑張ります～。","ザラ級重巡洋艦の三番艦、ポーラです～。皆さん、覚<br>えてくださいね～。装甲と防御重視の優れた重巡さん<br>なんです～。水上戦闘にちゃんと出撃したんですよ<br>～。でも～、戦艦には勝てません～。飲むしかないで<br>す～。",45,65,3,"btfmqyxunhkj",7,1,827
362,1442,"親潮改","おやしお",2,30,16042,456,0,0,0,0,0,0,0,0,1,32,49,37,39,13,50,28,78,16,48,14,49,27,27,67,97,97,46,46,87,118,118,9,9,40,63,63,14,64,10,1,6,3,0,0,0,0,0,63,15,-1,-1,-1,24,1,2,10,0,1,1,1,1,"陽炎型駆逐艦四番艦、親潮、まいりました！<br>司令、第十五駆逐隊、引き続きよろしく<br>ご指導ください！　お願いいたします！","陽炎型駆逐艦、第四番艦、親潮です。舞鶴生まれで<br>す。僚艦の黒潮さんらと共に、第十五駆逐隊を編成し<br>ました。攻略作戦や航空母艦の護衛、鼠輸送も何度も<br>経験しました。<br>最期の出撃も……黒潮さんと一緒です。",15,20,3,"fkrtllluordb",1,1,827
363,1443,"春風改","はるかぜ",2,66,13182,473,0,0,0,0,0,0,0,0,1,23,38,27,29,7,38,14,68,10,56,11,38,22,22,72,110,110,55,55,90,116,116,8,8,45,73,73,30,89,10,1,5,3,0,0,0,0,0,1,174,39,-1,-1,18,1,1,4,0,1,1,0,0,"神風型駆逐艦の三番艦、春風と申します。<br>司令官様、海上護衛はお任せくださいませ。<br>最後まで……お支え致します。","神風型駆逐艦の三番艦、春風と申します。舞鶴生まれ<br>です。<br>以前は第五駆逐艦とも呼ばれていたのですが、春風と<br>いう大切な名前を頂きました。第五駆逐隊、そして第<br>一海上護衛隊に所属して、皆さんをお守りしました。<br>戦いが終わった後も…お守りします。",15,15,3,"ihdaromldkrr",1,1,827
364,1444,"Warspite改","ウォースパイト",9,67,33012,439,0,0,0,0,0,0,0,0,1,82,92,90,92,86,106,0,0,48,98,78,93,0,0,0,0,0,28,28,66,95,95,20,20,58,87,87,70,111,5,3,8,4,3,3,3,3,0,190,191,-1,-1,-1,280,19,28,46,12,4,0,2,4,"我が名は、Queen Elizabeth class Battleship<br>Warspite !   Admiral……よろしく、頼むわね。","Queen Elizabeth class　Battleship　二番艦、<br>Warspiteです。<br>Admiral、よろしくお願いしますね。生粋の英国生ま<br>れ、英国育ちの戦艦です。本国艦隊、地中海、そして<br>インド洋にも展開しました。私の名前、Admiral、ぜ<br>ひその胸に刻んでください。",90,110,3,"bwsoozmjkbde",7,8,827
365,1445,"Aquila改","アクィラ",11,68,31112,444,0,0,0,0,0,0,0,0,1,48,78,54,56,0,28,0,0,30,72,28,58,0,0,0,0,0,30,30,72,104,104,36,36,72,99,99,7,48,10,1,8,4,15,26,15,10,0,184,188,-1,-1,-1,270,7,9,24,13,1,0,3,3,"Buon Giornov！<br>地中海生まれの航空母艦Aquilaです。<br>活躍する……はずですー。楽しみにしてて！","地中海ジェノヴァで建造されていたパスタの国の航空<br>母艦、Aquilaですー。<br>貨客船改装空母ではありますがー、大規模な改装で正<br>規空母に近い性能を発揮した……はず。ねえ、グラー<br>フ、アカーギ！聞いてますー？",45,55,3,"ywgeborrihwb",1,1,827
366,1446,"水無月改","みなづき",2,28,13302,481,0,0,0,0,0,0,0,0,1,24,39,28,30,9,39,18,69,12,39,11,39,19,19,61,93,93,41,41,89,125,125,6,6,39,64,64,16,66,10,1,5,3,0,0,0,0,0,48,13,27,-1,-1,18,1,1,4,0,1,1,0,0,"睦月型駆逐艦、その六番艦、水無月だよ。<br>遅れてごめん。司令官、よろしくね！……えへへ。","睦月型駆逐艦、その六番艦、水無月だよ。<br>横須賀の近く、浦賀で生まれたんだ。睦月型の姉や妹<br>達と共に、緒戦の戦いに参加したんだ。船団護衛も何<br>度も務めたよ。<br>ん？潜水艦？あれはやっかいな相手だよね。うん、わ<br>かるよ。",15,15,3,"mnqveismubcz",9,1,827
367,1447,"伊26改","い26",14,39,22242,483,0,0,0,0,0,0,0,0,1,18,24,22,24,3,12,39,86,0,0,5,19,0,0,0,0,0,14,14,52,81,81,17,17,41,59,59,16,66,5,1,5,2,1,1,0,0,0,-1,-1,-1,-1,-1,22,1,2,2,2,0,2,1,0,"ねえねえねえ！　貴方が提督なんだ！<br>あたし、伊26潜水艦！　ニムでいいよ！　よろしくね！","呉生まれの伊号だよ！<br>ねえねえ、あたしのことも覚えていてね！<br>通商破壊戦はもちろん、巡洋艦や空母だって食っちゃ<br>うから！<br>まかせておいて！",10,25,3,"whdxgwhsflxf",1,2,827
368,1448,"浦波改","うらなみ",2,12,14102,486,0,0,0,0,0,0,0,0,1,30,49,35,37,12,49,28,79,16,54,13,49,24,24,59,85,85,47,47,93,128,128,8,8,43,69,69,17,67,10,1,5,3,0,0,0,0,0,91,39,-1,-1,-1,20,1,2,10,0,1,1,1,1,"特Ｉ型駆逐艦、吹雪型の末娘、浦波です。<br>司令官、どうぞよろしくお願い致します。","吹雪型駆逐艦十番艦、特改Ｉ型、浦波です。<br>佐世保生まれです。磯波姉さんや、綾波、敷波と共<br>に、第十九駆逐隊を編成しました。緒戦からミッド<br>ウェー、南方へも出動しました。<br>第十九駆逐隊……覚えていてくださいね。",15,20,3,"uvihthcdkhof",13,1,827
369,1449,"山風改","やまかぜ",2,23,15142,457,0,0,0,0,0,0,0,0,1,30,48,35,37,13,51,28,82,15,49,14,48,30,30,73,106,106,44,44,88,121,121,7,7,42,68,68,8,59,10,1,5,3,0,0,0,0,0,63,46,44,-1,-1,22,1,2,10,0,1,1,1,1,"あたし…白露型駆逐艦……その八番艦。山風。<br>いいよ……。別に。","白露型駆逐艦八番艦、改白露型、山風。<br>浦賀生まれ……。時雨姉や涼風と同じ……。<br>江風たちと第二十四駆逐隊を編成した……。加賀の護<br>衛をしたりね、大きな戦いでも最初の方はね、随分頑<br>張ったよ。そしてね。大湊から柱島にね。行こうとし<br>たの。その後はね……わからない。覚えてないの。",15,20,3,"qfyztscquxza",22,1,827
370,1450,"朝風改","あさかぜ",2,66,13172,472,0,0,0,0,0,0,0,0,1,23,38,27,29,8,42,14,69,10,52,10,37,18,18,68,106,106,50,50,88,117,117,9,9,47,76,76,14,88,10,1,5,3,0,0,0,0,0,1,174,44,-1,-1,18,1,1,4,0,1,1,0,0,"おはよう！　朝風よ。神風型駆逐艦二番艦、朝風。<br>司令官？　早く覚えなさい！　いい？","神風型駆逐艦二番艦の朝風よ。長崎生まれ。妹の春風<br>たちと一緒に、歴史ある第五駆逐隊を編成したわ。旗<br>艦は当然私。緒戦の海戦や攻略戦に参加したわ。もち<br>ろん、大切な船団護衛もしっかりきっちりやりきった<br>わよ。<br>うん……やるだけ、やったんだから！",15,15,3,"sfhznwdwstgj",2,1,827
371,1451,"松風改","まつかぜ",2,66,13192,474,0,0,0,0,0,0,0,0,1,23,38,27,29,7,39,14,68,10,50,10,37,20,20,70,108,108,49,49,87,116,116,9,9,47,76,76,12,84,10,1,5,3,0,0,0,0,0,1,46,44,-1,-1,18,1,1,4,0,1,1,0,0,"僕が神風型駆逐艦四番艦、松風だ。キミが僕の司令官か。<br>いいね。僕の背中は任せたよ！<br>さあ、一緒に行こう！","神風型駆逐艦、その四番艦、松風だ。旧式だって？<br>は！冗談じゃない。攻略作戦から南方ソロモン方面の<br>最前線、そして船団護衛まで、戦線を支えた僕たちを<br>忘れようったって、そうはいかないさ。<br>神風型の仲間達、そしてこの松風、忘れんなよ。<br>頼んだぜ。",15,15,3,"bzigjflbyxbe",1,1,827
372,1452,"Commandant Teste改","コマンダン・テスト",16,70,34212,491,0,0,0,0,0,0,0,0,1,43,64,49,51,32,58,0,0,20,48,26,56,0,0,0,0,0,25,25,44,58,58,34,34,88,129,129,20,88,5,1,7,4,12,12,7,7,0,194,-1,-1,-1,-1,140,3,4,13,6,2,0,1,3,"Bonjour！<br>Enchantee　 Je m’appelle Commandant Teste<br>提督、どうぞよろしくお願い致します。","自由・平等・博愛の国からまいりました、水上機母艦<br>Commandant Testeです。<br>充実の搭載機数と水上機の補修も可能な本格的な水上<br>機母艦として生まれました。巡洋艦並の火力もいいで<br>しょう？<br>え、実戦での活躍ですか？ C’est la vie！",40,50,3,"wgyatqtsrghn",39,5,827
373,1453,"藤波改","ふじなみ",2,38,16302,485,0,0,0,0,0,0,0,0,1,32,49,37,39,12,52,27,79,18,60,14,49,28,28,66,95,95,47,47,89,121,121,12,12,56,89,89,11,57,10,1,5,3,0,0,0,0,0,28,27,39,-1,-1,24,1,2,10,0,1,1,1,1,"お疲れ！　夕雲型十一番艦、藤波よ。<br>司令、よろしくね！","艦隊型駆逐艦の決定版、夕雲型の十一番艦、藤波だ<br>よ。三十二駆、そして十一水戦でデビューしたんだ。<br>かなり状況は良くなかったけど、できる限り頑張った<br>よ。最期は華の二水戦で、艦隊決戦、捷一号作戦に参<br>加した…うん…辛かったな。でも、やれるだけはやっ<br>たんだ。覚えておいてね！",15,20,1,"kbnitqplofhm",22,9,827
374,1454,"伊13改","い13",14,71,22012,494,0,0,0,0,0,0,0,0,1,21,36,25,27,5,16,32,72,0,0,6,22,0,0,0,0,0,12,12,47,73,73,13,13,43,66,66,8,48,5,1,7,3,2,1,0,0,0,211,-1,-1,-1,-1,200,1,2,4,3,0,2,1,1,"大型潜水空母、潜特型を補完するために生まれました……<br>伊十三型潜水艦、伊13です。あの…私…ヒトミと………<br>いえ…なんでも…ないの……。","伊九型潜水艦の改良改装型、伊十三型潜水艦の伊13<br>です。妹の伊14と共に神戸で生まれたの。そうよ…<br>あの潜特型に準ずる、「晴嵐」を運用するための潜水<br>空母。時代に先んじた秘めた力があったのよ。姉妹で<br>彩雲輸送作戦「光」作戦に参加したの。でも、小笠原<br>あたりから…記憶は…あまり覚えて…ごめんなさい。",25,25,3,"hmjwmfpdcuur",1,1,827
375,1455,"伊14改","い14",14,71,22022,495,0,0,0,0,0,0,0,0,1,22,37,26,28,4,12,32,68,0,0,6,23,0,0,0,0,0,15,15,53,82,82,14,14,44,67,67,24,77,5,1,7,3,2,1,0,0,0,62,-1,-1,-1,-1,200,1,2,4,3,0,2,1,1,"晴嵐運用のために生まれた伊号潜水艦、伊14よ。<br>いいよ、イヨって呼んで。提督、よろしくどうぞ！","伊十三型潜水艦、その二番艦、伊14よ！戦略運用を<br>目指す潜水空母艦隊を構成するために建造されたの。<br>生まれた時には、もうそんな状況ではなかったけれ<br>ど。六三一空の晴嵐隊と共に実戦で活躍することはで<br>きなかったけど、あの戦局の中で「光」作戦を成功さ<br>せたんだから！伊14…そして伊13、覚えていてね。",25,25,3,"fhcabilueqsn",1,1,827
376,1456,"占守改","しむしゅ",1,74,20012,517,0,0,0,0,0,0,0,0,1,17,28,21,23,5,35,0,0,11,53,7,33,35,35,77,109,109,58,58,92,118,118,5,5,28,45,45,50,89,5,1,5,3,0,0,0,0,0,44,226,39,-1,-1,14,1,1,2,0,1,0,1,0,"占守型海防艦一番艦！　占守っす！<br>司令、沿岸防衛は、この占守に任せるっす！<br>海を守る……海防艦っす！","沿岸警備や北方漁場警備のために建造された甲型海防<br>艦、その一番艦っす。千島列島最北端の占守島の名前<br>をもらったっす！　平時には漁場や漁民を守るため、<br>小さい体だけど、大事な役目や証もあったっす。戦い<br>が厳しくなって、船団護衛や対潜哨戒にも全力っす。<br>占守、その名、きっと憶えてほしいっしゅ。",10,10,1,"vtnbtspwclng",1,1,827
377,1457,"国後改","くなしり",1,74,20022,518,0,0,0,0,0,0,0,0,1,17,28,21,23,5,36,0,0,10,52,7,33,34,34,75,106,106,57,57,91,117,117,6,6,29,46,46,45,88,5,1,5,3,0,0,0,0,0,229,44,-1,-1,-1,14,1,1,2,0,1,0,1,0,"占守型海防艦、その二番艦、国後。<br>何それ？　違うけど？　そうね、クナって…<br>呼んでもらってもいいけど。","占守型海防艦二番艦、国後よ。北方の護りは任せてよ<br>ね。え、地味だろって。何それ！あの出撃の前に単冠<br>湾の哨戒とか、大事な役割も務めたんだから。大湊を<br>起点に、千島列島や宗谷海峡、津軽海峡など大切なと<br>ころを守ったの。ねえ、聞いてる？最後は大切な大切<br>なこと、頑張ったし。頑張ったよね、あたし！",10,10,1,"qvjugtvdmppy",1,1,827
378,1458,"八丈改","はちじょう",1,74,20032,584,0,0,0,0,0,0,0,0,1,17,28,21,23,5,35,0,0,11,54,7,33,34,34,76,108,108,58,58,93,119,119,5,5,29,47,47,49,92,5,1,5,3,0,0,0,0,0,229,44,-1,-1,-1,14,1,1,2,0,1,0,1,0,"","あたしは八丈、そ、占守型、海防艦ね。佐世保生ま<br>れ。でも、ずっーと北方の海で頑張ったんだ。大湊、<br>千島や幌筵のあたりならあたしに任せておいて。結構<br>頑張ったんだよ。でも、飛行機には勝てないね。最期<br>は…舞鶴。あの街も嫌いじゃない…かな。<br>提督、よろしくね。",10,10,1,"tsxkhnklujer",2,1,827
379,1459,"石垣改","いしがき",1,74,20042,585,0,0,0,0,0,0,0,0,1,17,28,21,23,5,37,0,0,10,52,7,33,36,36,79,112,112,57,57,92,118,118,6,6,30,48,48,10,59,5,1,5,3,0,0,0,0,0,229,44,-1,-1,-1,14,1,1,2,0,1,0,1,0,"","占守型海防艦、石垣です。<br>北方の海の護りに就きました…。<br>大湊、幌筵などを拠点に北方の船団の護衛、対潜哨<br>戒、警備や救難活動にも務めたの。敵潜水艦はやっか<br>いなもの…沈められる時に沈めないと…。頑張ります<br>…見ていて…ください…。",10,10,1,"yiykqidsvqxh",1,1,827
380,1460,"大鷹改","たいよう",7,76,5013,526,529,85,980,720,1,1,0,0,2,47,72,53,55,0,23,0,0,16,42,22,52,65,65,79,89,89,24,24,49,68,68,33,33,64,87,87,9,54,5,1,6,4,14,14,5,3,0,82,16,-1,-1,-1,160,2,2,16,3,0,0,2,2,"<br>","航空母艦、大鷹です。<br>優秀船舶建造助成施設によって建造された客船でした<br>が、戦いに臨み、空母へと改装されました。航空機の<br>輸送などに務めた後、大鷹と名前を変えて、海上護衛<br>の任に就きました。夜の潜水艦は…怖いですね……。",30,30,3,"gjdwbkyoqrwv",1,1,827
381,1461,"神鷹改","しんよう",7,76,5042,534,536,85,1170,770,1,1,0,0,1,48,73,54,56,0,24,0,0,18,48,22,53,66,66,80,90,90,23,24,50,69,70,29,29,60,83,83,11,58,5,1,6,4,9,18,6,3,0,82,40,-1,-1,-1,160,2,2,16,3,0,0,2,2,"","航空母艦、神鷹です。神戸に避難していたドイツの客<br>船でしたが、帰国は困難でした。後に日本海軍に譲渡<br>され、空母へと改装されました。船団航路を護る海上<br>護衛総隊に所属し、対潜掃蕩任務に就きました。姉た<br>ちの敵に一矢報いたかった…けれど…。夜…夜の海は<br>…嫌…怖いです…。",30,30,3,"ekhgotryrtbd",1,1,827
383,1463,"択捉改","えとろふ",1,77,20052,524,0,0,0,0,0,0,0,0,1,17,28,21,23,5,37,0,0,12,54,7,33,37,37,79,111,111,56,56,92,119,119,5,5,28,45,45,40,88,5,1,5,3,0,0,0,0,0,229,226,39,-1,-1,14,1,1,2,0,1,0,1,0,"司令、おはようございます！<br>択捉型海防艦一番艦、択捉です。<br>今日も頑張ります！","択捉型海防艦の一番艦、択捉です。先輩の占守型の改<br>良型です。生産性と爆雷装備数などが向上している<br>の。とても多くの姉妹が建造され、船団護衛の任など<br>に就きました。最後まで戦えた艦は多くはなかったけ<br>れど、後方の海を最後まで護って戦いました。戦いが<br>終わった後も、少し頑張らせて頂きました。",10,10,1,"glvwrolqeexv",75,2,827
384,1464,"松輪改","まつわ",1,77,20062,525,0,0,0,0,0,0,0,0,1,17,28,21,23,5,38,0,0,12,55,7,33,36,36,79,112,112,54,54,89,115,115,5,5,28,45,45,9,59,5,1,4,3,0,0,0,0,0,229,226,39,-1,-1,14,1,1,2,0,1,0,1,0,"","海防艦、松輪です…。占守型海防艦の改良型として建<br>造され、佐世保鎮守府の部隊に配属されました……。<br>船団護衛や、対潜掃蕩部隊として働きます。船団の被<br>害を減らすため……敵潜水艦と戦いました……。<br>でも……。潜水艦は……怖い……。",10,10,1,"cggjgvkbrdby",76,2,827
385,1465,"佐渡改","さど",1,77,20072,531,0,0,0,0,0,0,0,0,1,17,28,21,23,5,39,0,0,12,54,7,33,37,37,79,111,111,54,54,88,114,114,6,6,29,46,46,9,59,5,1,5,3,0,0,0,0,0,229,226,39,-1,-1,14,1,1,2,0,1,0,1,0,"","択捉型海防艦の三番艦、佐渡だぜ。潜水艦が跳梁する<br>海を、第一海上護衛隊の一員として、結構頑張った。<br>松輪や日振、そして、あの大鷹さんと組んだりもした<br>んだぜ。でも…ヒ船団の護衛は本当に大変だったさ。<br>今度はしっかり護り通すんだ！　よろしくな！",10,10,1,"xtesmpinnnxy",69,1,827
386,1466,"対馬改","つしま",1,77,20112,540,0,0,0,0,0,0,0,0,1,17,28,21,23,5,36,0,0,12,53,7,34,36,36,81,115,115,55,55,93,122,122,5,5,28,45,45,49,94,5,1,5,3,0,0,0,0,0,229,46,226,-1,-1,14,1,1,2,0,1,0,1,0,"","択捉型海防艦、その七番艦となります。対馬です。<br>南方航路の防衛のために生まれました。本土とシンガ<br>ポールの間の船団護衛に努めました。同航路が危なく<br>なってからは、台湾や日本海側の航路を護ります。戦<br>いの後は…皆さんの復員にも努めました。",10,10,1,"soujslbigbak",70,1,827
387,1467,"旗風改","はたかぜ",2,66,13202,475,0,0,0,0,0,0,0,0,1,23,38,27,29,7,40,14,68,10,51,10,37,21,21,70,107,107,51,51,89,118,118,8,8,46,75,75,18,86,10,1,5,3,0,0,0,0,0,1,46,44,-1,-1,18,1,1,4,0,1,1,0,0,"","神風型駆逐艦五番艦、旗風と申します。<br>春風姉さん達と一緒に第五駆逐隊を編成し、お勤めさ<br>せていただきました。主力艦の護衛や、船団護衛に努<br>めました。戦いの後半の護送船団航路は……。護衛艦<br>艇も多く喪われていきました。",15,15,3,"ciugyosuqrdu",1,1,827
390,1470,"天霧改","あまぎり",2,1,14152,479,0,0,0,0,0,0,0,0,1,30,50,35,37,12,52,28,80,15,50,13,49,24,24,59,85,85,45,45,90,124,124,7,7,39,63,63,17,77,10,1,6,3,0,0,0,0,0,63,125,39,-1,-1,20,1,2,10,0,1,1,1,1,"","綾波型駆逐艦、五番艦の天霧だ。そう、重武装の特型<br>駆逐艦だぜ。微妙に旧式だって？馬鹿いうな。各作戦<br>やソロモンの夜を駆け抜けたあたしだよ？そうさ、大<br>統領になる男を水もしたたるいい男にしてやったこと<br>もある。出逢いってのは面白いな！",15,20,3,"qdkwbvntcvpw",19,1,827
391,1471,"狭霧改","さぎり",2,1,14162,480,0,0,0,0,0,0,0,0,1,30,49,35,37,11,50,27,82,15,49,13,49,24,24,59,85,85,44,44,88,121,121,7,7,41,67,67,7,57,10,1,5,3,0,0,0,0,0,63,44,49,-1,-1,20,1,2,10,0,1,1,1,1,"","綾波型駆逐艦、六番艦の狭霧です。そうですね、吹雪<br>型一番艦から数えて十六隻目の特型駆逐艦です。天霧<br>たちと第二十駆逐隊を編成し、三水戦の一翼を担いま<br>した。あまり多くの戦いを経験してはいませんが、お<br>味方のために尽くしたいと思います。",15,20,3,"xvelofmpcaga",29,1,827
392,1472,"Richelieu改","リシュリュー",8,79,34012,492,0,0,0,0,0,0,0,0,1,89,99,97,99,72,96,0,0,28,78,78,96,0,0,0,0,0,39,39,73,99,99,16,16,54,83,83,24,95,10,3,8,4,3,3,3,3,0,246,247,-1,-1,-1,300,12,19,39,4,4,0,2,4,"","Richelieu級戦艦一番艦、Richelieuよ。自由・平<br>等・博愛の国で生まれた最強の戦艦といったほうが話<br>が早いかしら？特にこの四連装主砲は流石…といった<br>ところね。そうね、あの戦いは両陣営でも戦ったわ。<br>まあ、色々あるの。C’est comme ca.",100,130,3,"bvtpgrfoqzhq",20,9,827
393,1473,"Ark Royal改","アークロイヤル",11,78,33112,515,0,0,0,0,0,0,0,0,1,71,90,79,81,0,50,0,0,36,82,28,70,0,0,0,0,0,34,34,68,94,94,42,42,84,116,116,13,68,10,1,8,4,24,30,12,12,0,249,242,191,-1,-1,250,10,14,32,10,0,0,4,4,"","Her Majesty’s Ship Ark Royal。本格的な艦隊型航<br>空母艦として就役し、大西洋や地中海まで数々の作戦<br>に参加した。あの戦艦Bismarck追撃戦では、この必<br>殺のSwordfishを放ったな。U-boatか……あれは危<br>険だ。水面下の敵には気をつける。",65,60,3,"ncarbwthwrrx",2,6,827
394,1474,"Jervis改","ジャーヴィス",2,82,33512,519,0,0,0,0,0,0,0,0,1,31,47,36,38,14,52,40,90,30,70,15,50,55,55,92,120,120,49,49,90,121,121,12,12,52,82,82,55,110,10,1,7,3,0,0,0,0,0,280,260,-1,-1,-1,24,1,2,10,1,1,1,1,1,"","J級駆逐艦、Jervisよ！　そう、Lucky Jervisって呼ん<br>でもらってもいいかな！<br>本国艦隊から地中海艦隊まで、護衛、輸送、艦隊戦や<br>陸戦支援まで本当に頑張っちゃった！<br>Lucky Jervis、覚えておいてね！",15,25,3,"ejdfsurhnkbu",1,1,827
395,1475,"Ташкент改","タシュケント",2,81,35512,516,0,0,0,0,0,0,0,0,1,39,59,44,46,28,66,18,68,30,69,28,56,40,40,73,98,98,50,50,94,127,127,10,10,48,77,77,43,100,10,2,7,4,0,0,0,0,0,282,283,33,34,-1,82,2,4,15,1,2,1,1,1,"","北の国で生まれた空色の巡洋艦、タシュケントだよ。<br>うん、そう。本当の艦種は駆逐艦なんだ。嚮導駆逐<br>艦。まあ、駆逐艦としては大きいかな。確かに。海の<br>戦いも陸上の戦いの掩護も頑張ったよ。結構頼りにな<br>るだろ？　空色の巡洋艦、どう？　うん、よかった！<br>覚えておいてね。Ｃпасибо！",15,35,1,"jdnsunmrleho",1,1,827
396,1476,"Gambier Bay改","ガンビア・ベイ",7,83,32132,544,0,0,0,0,0,0,0,0,1,38,48,43,45,0,32,0,0,24,48,10,39,30,30,68,97,97,20,20,46,65,65,38,38,68,91,91,15,70,5,1,6,3,16,12,6,0,0,277,256,-1,-1,-1,30,2,3,13,5,1,0,2,1,"","It’s　a pleasure to meet you. 　　私、護衛空母<br>Gambier Bayです。ジープ空母とも呼ばれた量産型<br>護衛空母姉妹の一隻です。レイテ沖海戦では日本海軍<br>主力の栗田艦隊と遭遇、有視界水上戦での戦いとなり<br>ました。でも私、できるだけの事、頑張ったんです！<br>Gambier Bayの名前、きっと覚えてくださいね。",25,35,1,"hhffnryhkveu",68,9,827
397,1477,"Intrepid改","イントレピッド",11,84,32122,549,0,0,0,0,0,0,0,0,1,69,90,76,78,0,58,0,0,55,95,52,90,0,0,0,0,0,44,44,68,86,86,52,52,90,119,119,50,100,10,2,8,4,40,36,21,15,0,233,-1,-1,-1,-1,330,12,20,48,22,2,0,5,5,"","Essex級航空母艦、５番艦、Intrepidよ！　そう、艦<br>隊型正規空母として量産されたあの戦い最強の空母姉<br>妹の一隻です。あの大戦が終わった後も、近代化改装<br>され、アングルド・デッキを備えた現代空母の先駆け<br>としても運用されました。そして、退役後はハドソン<br>川で海上航空宇宙博物館として、現存しているの。",90,105,3,"oieohletkdmg",2,1,827
398,1498,"伊168改","い168",13,35,22212,126,0,0,0,0,0,0,0,0,1,15,19,19,19,3,11,30,69,0,0,5,18,0,0,0,0,0,16,16,49,74,74,10,10,29,43,43,10,49,5,1,4,2,0,0,0,0,0,-1,-1,-1,-1,-1,22,1,2,2,1,0,2,0,0,"伊１６８よ。何よ、言いにくいの？<br>じゃ、イムヤでいいわ…よろしくねっ！","生れも育ちも呉の潜水艦なの。あのミッドウェーの大<br>海戦のあと、飛龍が最後の力で深手を負わせたヨーク<br>タウンに止めを刺したのよ！空母たちの仇はとった<br>わ！　あの大変な島への輸送任務でも頑張ったの。",10,20,3,"dyfnguymthbd",4,5,827
399,1499,"伊58改","い58",14,36,22282,127,0,0,0,0,0,0,0,0,1,18,24,22,24,3,12,36,84,0,0,5,19,0,0,0,0,0,15,15,49,75,75,15,15,39,57,57,50,79,5,1,5,2,1,1,0,0,0,-1,-1,-1,-1,-1,22,1,2,2,2,0,2,1,0,"こんにちは！ 伊五十八です。<br>ゴーヤって呼んでもいいよ！苦くなんかないよぉ！","最初から頑張って最後まで戦ったんだよ。苦しくなっ<br>てからだって、凄い重巡だって仕留めたし！　任務を<br>全うして、全てが終わった後、無事に呉の母港に帰っ<br>たんだ。",10,25,3,"hosmgvuzyjlw",3,4,827
400,1500,"伊8改","い8",14,40,22222,128,0,0,0,0,0,0,0,0,1,19,25,23,25,4,14,36,84,0,0,5,19,0,0,0,0,0,15,15,49,75,75,16,16,39,56,56,25,69,5,1,6,2,1,1,0,0,0,-1,-1,-1,-1,-1,22,1,2,2,2,0,2,1,0,"グーテンターク…あ、違った、ごめんなさいね…<br>「はち」と呼んでくださいね。","遣独潜水艦作戦の第二次遣独艦として、かの地に向<br>かったのよ。そして、Uボートをもらったの。この作<br>戦は5回行われたんだけど、機雷とか色々あって、無<br>事往復できたのは私だけなんですって…そうね、機雷<br>なんてダイッキライ！",10,25,3,"fggcskrfkpnr",14,11,827
401,1501,"伊19改","い19",14,39,22232,191,0,0,0,0,0,0,0,0,1,18,24,22,24,3,12,42,89,0,0,5,19,0,0,0,0,0,13,13,49,76,76,15,15,39,57,57,13,59,5,1,5,2,1,1,0,0,0,-1,-1,-1,-1,-1,22,1,2,2,2,0,2,1,0,"素敵な提督で嬉しいのね。<br>伊十九なの。そう、イクって呼んでもいいの！","潜水艦、伊一九よ。うん、イク。正規空母ワスプを自<br>慢の酸素魚雷で仕留めたの。さらにずーっと先を航行<br>していた戦艦や駆逐艦にも命中したの。海のスナイパ<br>ー、イクさんの活躍、ずーっと覚えていてなの…ね。",10,25,3,"jwrlielrnfpr",8,11,827
402,1502,"まるゆ改","まるゆ",13,46,25012,163,0,0,0,0,0,0,0,0,1,7,13,11,13,1,5,0,19,0,0,2,11,0,0,0,0,0,9,9,29,44,44,1,1,19,32,32,7,77,5,1,6,1,0,0,0,0,0,-1,-1,-1,-1,-1,17,1,0,1,0,0,1,0,1,"隊長、もっとまるゆに頑張らせてくださいね。","まるゆは海軍工廠出身じゃないので、同郷のお友達が<br>いないんです。皆さんとちょっと違うっていうか…木<br>曾さんには第一声で「何だお前、潜れるのか？」なん<br>て言われちゃうし…まるゆ、ここで上手くやっていけ<br>るのかなあ…。",10,10,3,"nrdgjqcgecmg",10,1,827
